"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
RTSTR;RTS Total Return Index;2017-10-13;1708.48;1708.48;1708.48;1708.48;484759530.85;;
RTSTR;RTS Total Return Index;2017-10-16;1710.84;1710.84;1710.84;1710.84;483739917.92;;
RTSTR;RTS Total Return Index;2017-10-17;1693.68;1693.68;1693.68;1693.68;498674374.79;;
RTSTR;RTS Total Return Index;2017-10-18;1697.47;1697.47;1697.47;1697.47;543276377.64;;
RTSTR;RTS Total Return Index;2017-10-19;1683.94;1683.94;1683.94;1683.94;506564281.46;;
RTSTR;RTS Total Return Index;2017-10-20;1677.74;1677.74;1677.74;1677.74;554382963.94;;
RTSTR;RTS Total Return Index;2017-10-23;1672.76;1672.76;1672.76;1672.76;444493957.16;;
RTSTR;RTS Total Return Index;2017-10-24;1666.77;1666.77;1666.77;1666.77;461168423.52;;
RTSTR;RTS Total Return Index;2017-10-25;1653.6;1653.6;1653.6;1653.6;524961702.12;;
RTSTR;RTS Total Return Index;2017-10-26;1653.69;1653.69;1653.69;1653.69;436921079.57;;
RTSTR;RTS Total Return Index;2017-10-27;1654.33;1654.33;1654.33;1654.33;566066238.86;;
RTSTR;RTS Total Return Index;2017-10-30;1662.36;1662.36;1662.36;1662.36;448309170.59;;
RTSTR;RTS Total Return Index;2017-10-31;1646.62;1646.62;1646.62;1646.62;488908372.72;;
RTSTR;RTS Total Return Index;2017-11-01;1665.88;1665.88;1665.88;1665.88;619601241.16;;
RTSTR;RTS Total Return Index;2017-11-02;1654.39;1654.39;1654.39;1654.39;560232798.16;;
RTSTR;RTS Total Return Index;2017-11-03;1640.66;1640.66;1640.66;1640.66;540340137.08;;
RTSTR;RTS Total Return Index;2017-11-07;1696.27;1696.27;1696.27;1696.27;1286490853.27;;
RTSTR;RTS Total Return Index;2017-11-08;1701.27;1701.27;1701.27;1701.27;827917839.16;;
RTSTR;RTS Total Return Index;2017-11-09;1717.57;1717.57;1717.57;1717.57;1038383182.09;;
RTSTR;RTS Total Return Index;2017-11-10;1710.7;1710.7;1710.7;1710.7;1051590587.15;;
RTSTR;RTS Total Return Index;2017-11-13;1698.95;1698.95;1698.95;1698.95;638791609.53;;
RTSTR;RTS Total Return Index;2017-11-14;1681.3;1681.3;1681.3;1681.3;782457431.61;;
RTSTR;RTS Total Return Index;2017-11-15;1651.24;1651.24;1651.24;1651.24;889242387.8;;
